CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1075290,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""CASEY JONES""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""CASEY JONES""",,200,12,1,,,
1075300,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""EVERYBODY WORKS BUT FATHER""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""EVERYBODY WORKS BUT FATHER""",,200,12,1,,,
1075310,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""HELLO! MA BABY""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""HELLO! MA BABY""",,200,12,1,,,
1075320,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""I WANT A GIRL""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""I WANT A GIRL""",,200,12,1,,,
1075330,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""I WONDER WHO'S KISSING HER NOW""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""I WONDER WHO'S KISSING HER NOW""",,200,12,1,,,
1075340,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""IDA SWEET AS APPLE CIDER""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""IDA SWEET AS APPLE CIDER""",,200,12,1,,,
1075350,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""IN THE GOOD OLD SUMMER TIME""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""IN THE GOOD OLD SUMMER TIME""",,200,12,1,,,
1075360,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""KENTUCKY BABE""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""KENTUCKY BABE""",,250,12,1,,,
1075370,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""LET ME CALL YOU SWEATHEART""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""LET ME CALL YOU SWEATHEART""",,200,12,1,,,
1075380,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MEET ME TO-NIGHT IN DREAMLAND""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MEET ME TO-NIGHT IN DREAMLAND""",,200,12,1,,,
1075390,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MY GAL SAL""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MY GAL SAL""",,200,12,1,,,
1075400,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MY WILD IRISH ROSE""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""MY WILD IRISH ROSE""",,200,12,1,,,
1076010,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,Sweet Rosie,12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,Sweet Rosie,,200,12,1,,,
1076020,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""TAKE ME OUT TO THE BALL GAME""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""TAKE ME OUT TO THE BALL GAME""",,200,12,1,,,
1076030,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"TAKE ME OUT TO THE BALL GAME""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"TAKE ME OUT TO THE BALL GAME""",,200,12,1,,,
1076040,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,The Sidewalks,12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,The Sidewalks,,200,12,1,,,
1076050,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""WAIT TILL THE SUN SHINES, NELLIE""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""WAIT TILL THE SUN SHINES, NELLIE""",,200,12,1,,,
1076060,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""WHEN YOU WERE SWEET SIXTEEN""",12,1,F,F,GRETZ TOONER SCHOONER,BEER,Wm. Gretz,Philadelphia,PA,"""WHEN YOU WERE SWEET SIXTEEN""",,200,12,1,,,
1076070,F,GRETZ PREMIUM,BEER,William Gretz,Philadelphia,PA,,12,1,F,F,GRETZ PREMIUM,BEER,William Gretz,Philadelphia,PA,,,45,12,1,,Yes,
1076080,F,GRETZ PREMIUM,BEER,William Gretz,Philadelphia,PA,,12,2,F,F,GRETZ PREMIUM,BEER,William Gretz,Philadelphia,PA,,,45,12,2,,Yes,
1076090,F,GRETZ,BOCK,William Gretz,Philadelphia,PA,,12,1,F,F,GRETZ,BOCK,William Gretz,Philadelphia,PA,,,800,12,1,,Yes,
1076100,F,GRETZ,HALF&HALF,Wm. Gretz,Philadelphia,PA,,12,1,F,F,GRETZ,HALF&HALF,Wm. Gretz,Philadelphia,PA,,,500,12,1,,,
1076110,F,GRIESEDIECK BROS. LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"""DOUBLE MELLOW""",12,1,F,F,GRIESEDIECK BROS. LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"""DOUBLE MELLOW""",,50,12,1,T,,
1076120,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,,,18,12,1,T,,
1076130,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,,,15,12,1,,,
1076140,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Black ""PREMIUM""",12,2,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Black ""PREMIUM""",,12,12,2,,Yes,
1076150,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter blue,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter blue,,75,12,1,,,
1076160,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker blue,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker blue,,75,12,1,,,
1076170,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Copper,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Copper,,75,12,1,,,
1076180,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Green,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Green,,75,12,1,,,
1076190,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter pink,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter pink,,75,12,1,,,
1076200,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker pink,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker pink,,75,12,1,,,
1076210,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Red,12,1,F,F,GRIESEDIECK BROS. PREMIUM LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Red,,75,12,1,,,
1076220,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Metallic,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Metallic,,20,12,1,,,
1076225,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Enamel,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Enamel,,,12,1,,,Yes
1076230,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Blue,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Blue,,90,12,1,,,
1076240,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Copper,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Copper,,90,12,1,,,
1076250,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Brown,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Brown,,90,12,1,,,
1076260,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Emerald green,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Emerald green,,90,12,1,,,
1076270,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter olive green,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Lighter olive green,,90,12,1,,,
1076280,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker olive green,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker olive green,,90,12,1,,,
1076290,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Orange,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Orange,,90,12,1,,,
1076300,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Purple,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Purple,,90,12,1,,,
1076310,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker pink,12,1,F,F,GRIESEDIECK BROTHERS G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,Darker pink,,90,12,1,,,
1076320,F,GB FINEST QUALITY LIGHT LAGER,BEER,,,,,,,F,F,GB FINEST QUALITY LIGHT LAGER,BEER,,,,,"Front of 33, 34",,,,,,
1076330,F,GRIESEDIECK BROS. G/B FINEST QUALITY LIGHT LAGER,,Griesedieck Bros.,St. Louis,MO,"""The Original Griesedieck Bros."" at top",12,1,F,S,GRIESEDIECK BROS. G/B FINEST QUALITY LIGHT LAGER,,Griesedieck Bros.,St. Louis,MO,"""The Original Griesedieck Bros."" at top",,10,12,1,,,
1076340,F,GRIESEDIECK BROS. G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"""The Original Griesedieck Bros."" at top",12,1,F,S,GRIESEDIECK BROS. G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"""The Original Griesedieck Bros."" at top",,10,12,1,,,
1076350,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light blue, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light blue, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1076360,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. blue, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. blue, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1076370,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark blue, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark blue, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1076380,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light copper,""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light copper,""The Original Griesedieck Bros."" at top",,55,12,1,,,
1076390,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark copper,""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark copper,""The Original Griesedieck Bros."" at top",,55,12,1,,,
1076400,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. brown,""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. brown,""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077010,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark brown,""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark brown,""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077020,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Teal, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Teal, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077030,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. green,""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Med. green,""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077040,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark green, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark green, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077050,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light olive green, ""The Original Griesedieck...""",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light olive green, ""The Original Griesedieck...""",,55,12,1,,,
1077060,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark olive green, ""The Original Griesedieck...""",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark olive green, ""The Original Griesedieck...""",,55,12,1,,,
1077070,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Orange, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Orange, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077080,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light purple, ""The Original Griesedieck...""",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Light purple, ""The Original Griesedieck...""",,55,12,1,,,
1077090,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Medium purple, ""The Original Griesedieck...""",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Medium purple, ""The Original Griesedieck...""",,55,12,1,,,
1077100,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark purple, ""The Original Griesedieck...""",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Dark purple, ""The Original Griesedieck...""",,55,12,1,,,
1077110,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Red, ""The Original Griesedieck Bros."" at top",12,1,F,F,G/B FINEST QUALITY LIGHT LAGER,BEER,Griesedieck Bros.,St. Louis,MO,"Red, ""The Original Griesedieck Bros."" at top",,55,12,1,,,
1077112,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55042,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55042,,,12,2,,,Yes
1077114,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55043,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55043,,,12,2,,,Yes
1077120,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55047,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55047,,175,12,2,,,
1077130,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55048,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55048,,175,12,2,,,
1077140,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55049,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55049,,175,12,2,,,
1077150,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55050,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55050,,175,12,2,,,
1077160,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55051,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55051,,175,12,2,,,
1077170,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55052,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55052,,175,12,2,,,
1077180,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55055,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55055,,175,12,2,,,
1077190,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55056,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55056,,175,12,2,,,
1077200,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55057,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55057,,175,12,2,,,
1077210,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55059,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55059,,175,12,2,,,
1077220,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55060,12,2,F,F,GUINNESS'S,ALE,Goebel,Oakland,CA,#55060,,175,12,2,,,
1077230,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44042,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44042,,175,12,2,,,
1077240,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44046,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44046,,175,12,2,,,
1077250,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44047,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44047,,175,12,2,,,
1077260,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44050,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44050,,175,12,2,,,
1077270,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44053,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44053,,175,12,2,,,
1077280,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44054,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44054,,175,12,2,,,
1077290,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44055,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44055,,175,12,2,,,
1077300,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44059,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44059,,175,12,2,,,
1077310,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44060,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Oakland,CA,#44060,,175,12,2,,,
1077320,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55042,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55042,,175,12,2,,,
1077330,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55045,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55045,,175,12,2,,,
1077340,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55047,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55047,,175,12,2,,,
1077350,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55049,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55049,,175,12,2,,,
1077360,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55050,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55050,,175,12,2,,,
1077370,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55055,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55055,,175,12,2,,,
1077375,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55056,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55056,,,12,2,,,Yes
1077380,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55057,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55057,,175,12,2,,,
1077388,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55060,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55060,,,12,2,,,Yes
1077390,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55061,12,2,F,F,GUINNESS'S,ALE,Goebel,Detroit,MI,#55061,,175,12,2,,,
1077400,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44042,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44042,,175,12,2,,,
1078010,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44044,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44044,,175,12,2,,,
1078020,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44046,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44046,,175,12,2,,,
1078030,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44047,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44047,,175,12,2,,,
1078040,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44048,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44048,,175,12,2,,,
1078050,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44049,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44049,,175,12,2,,,
1078060,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44050,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44050,,175,12,2,,,
1078070,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44052,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44052,,175,12,2,,,
1078080,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44053,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44053,,175,12,2,,,
1078090,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44055,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44055,,175,12,2,,,
1078100,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44056,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44056,,175,12,2,,,
1078110,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44057,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44057,,175,12,2,,,
1078115,,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44058,12,2,,,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44058,,,12,2,,,Yes
1078120,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44060,12,2,F,F,GUINNESS'S LAGER,BEER,Goebel,Detroit,MI,#44060,,175,12,2,,,
1078130,F,GUNTHER'S FAMOUS OLD ENGLISH,ALE,Gunther,Baltimore,MD,,12,1,F,F,GUNTHER'S FAMOUS OLD ENGLISH,ALE,Gunther,Baltimore,MD,,,1000+,12,1,OT,,
1078140,F,GUNTHER'S FAMOUS OLD ENGLISH BRAND,ALE,Gunther,Baltimore,MD,"Larger ""Gunther's Ale""",12,1,F,F,GUNTHER'S FAMOUS OLD ENGLISH BRAND,ALE,Gunther,Baltimore,MD,"Larger ""Gunther's Ale""",,600,12,1,T,,
1078150,F,GUNTHER'S FAMOUS OLD ENGLISH BRAND,ALE,Gunther,Baltimore,MD,"Smaller ""Gunther's Ale""",12,1,F,F,GUNTHER'S FAMOUS OLD ENGLISH BRAND,ALE,Gunther,Baltimore,MD,"Smaller ""Gunther's Ale""",,500,12,1,T,,
